Customer_Id,Surname,Age,Gender,Estimated_Salary
15808582,Fu,40,Female,161848.03
15743192,Hung,44,Female,167162.43
15580146,Hung,31,Male,41970.72
15776605,Bradley,36,Male,60536.56
15804919,Dunbabin,65,Female,177655.68
15613854,Mauldon,46,Female,30984.59
15599195,Stiger,32,Male,10054.53
15812878,Parsons,36,Female,36976.52
15602312,Walkom,33,Male,71862.79
15744689,T'ang,35,Male,99449.86
15803526,Eremenko,30,Male,63082.88
15665790,Rowntree,39,Male,27231.26
15715951,Thorpe,42,Male,86797.41
15591100,Chiemela,36,Male,22994.32
15609618,Fanucci,28,Male,101300.94
15675522,Ko,30,Female,74169.13
15705512,Welch,37,Female,115638.29
15698028,Duncan,41,Female,31766.3
15661670,Chidozie,31,Female,199725.39
15600781,Wu,34,Male,120834.48
15682472,Culbreth,34,Male,38131.77
15580203,Kennedy,39,Male,100130.95
15690673,Cameron,39,Female,141069.88
15760085,Calabresi,48,Female,198129.36
15779659,Zetticci,28,Female,183646.41
15627360,Fuller,42,Male,110265.24
15671137,MacDonald,52,Female,8636.05
15782688,Piccio,56,Male,46824.08
15575492,Kennedy,41,Female,171378.77
15591607,Fernie,24,Male,167256.35
15740404,He,34,Female,124226.16
15718369,Kaodilinakachukwu,33,Female,114935.21
15677871,Cocci,38,Male,35608.88
15642004,Alekseeva,25,Male,16459.37
15712543,Chinweike,39,Male,124411.08
15584518,Arthur,50,Female,34941.23
15802381,Li,34,Female,167784.28
15610156,Ma,40,Male,93165.34
15594408,Chia,48,Female,75161.25
15640905,Vasin,35,Female,8590.83
15698932,Groves,44,Male,189543.9
15724944,Tien,34,Male,180427.24
15628145,Forwood,43,Female,193318.33
15713483,Greeves,52,Male,159123.82
15612350,Taylor,31,Female,126213.84
15800703,Madukwe,21,Female,54141.5
15705707,Bennelong,29,Female,141075.51
15754105,Olisanugo,37,Male,24495.03
15703264,Chukwufumnanya,44,Male,74836.34
15794413,Harris,32,Male,878.87
15650237,Morgan,32,Female,89520.75
15759618,Alexeeva,48,Female,149892.79
15811589,Metcalfe,42,Male,180800.42
15689044,Humphries,37,Male,98646.22
15709368,Milne,43,Female,109041.53
15679145,Chou,57,Male,17941.16
15655007,Li,33,Female,82996.47
15623595,Clayton,28,Female,92067.35
15589975,Maclean,73,Female,104719.66
15804017,Chigolum,33,Female,112687.57
15692132,Wilkinson,22,Female,84699.56
15641122,Wei,30,Male,83473.82
15630910,Treacy,49,Female,47125.11
15680772,Hu,36,Female,106977.8
15658929,Taverner,29,Male,55582.54
15585388,Sherman,31,Male,139874.43
15724623,Taubman,24,Female,162503.48
15588537,Robinson,41,Female,196499.96
15574692,Pinto,39,Female,40721.24
15611325,Wood,24,Male,53134.3
15587562,Hawkins,29,Female,164017.89
15613172,Sun,27,Male,155996.96
15651022,Yost,44,Male,5472.7
15586310,Ting,30,Male,112187.11
15625524,Rowe,40,Male,146457.83
15755209,Fu,35,Female,27286.1
15645248,Ho,30,Female,130553.47
15790355,Okechukwu,36,Male,179351.89
15762615,Campbell,40,Female,94774.12
15625426,Ashbolt,55,Female,8080.85
15716334,Rozier,45,Female,19482.5
15789669,Hsia,65,Male,48071.61
15621075,Ogbonnaya,45,Female,174531.27
15810845,T'ang,42,Male,55470.78
15719377,Cocci,50,Female,8546.87
15654506,Chang,32,Male,95857.18
15771977,T'ao,39,Female,194945.8
15708710,Ford,37,Female,131521.72
15726676,Marshall,30,Male,196108.51
15587421,Tsai,34,Female,148564.76
15726931,Onwumelu,41,Female,92982.61
15771086,Graham,36,Female,17675.36
15756850,Golovanov,40,Male,114996.43
15702741,Potts,32,Male,86957.42
15679200,Crawford,29,Male,128077.8
15594815,Aleshire,35,Male,600.36
15635905,Moran,32,Female,43001.46
15777892,Samsonova,37,Male,158591.12
15656176,Jenkins,57,Male,47847.19
15811127,Volkov,35,Male,10488.44
15604482,Chiemezie,30,Male,5978.2
15622911,Jude,42,Male,121409.06
15600974,He,50,Male,146145.93
15727868,Onuora,38,Female,14374.86
15627801,Ginikanwa,33,Male,94670.77
15773039,Ku,37,Male,179670.31
15755262,McDonald,41,Female,199304.74
15679531,Collins,34,Male,151954.39
15684181,Hackett,45,Male,142513.5
15612087,Dike,45,Male,158264.62
15752047,Trevisano,33,Male,169381.9
15624592,Tan,31,Male,169915.02
15573152,Glassman,41,Female,88852.47
15594917,Miller,34,Female,40645.81
15785542,Kornilova,26,Male,60427.3
15723488,Watson,47,Male,157959.02
15680920,Marchesi,46,Male,133007.34
15786308,Millar,33,Female,176576.62
15659366,Shih,43,Male,34888.04
15774854,Fuller,54,Male,28737.71
15725311,Hay,31,Female,98178.57
15787155,Yang,30,Male,125010.24
15727829,McIntyre,42,Male,167984.61
15733247,Stevenson,33,Male,4861.72
15568748,Poole,45,Male,108872.45
15699029,Bagley,37,Male,198252.88
15774393,Ch'ien,30,Female,26960.31
15676895,Cattaneo,39,Female,85746.52
15637753,O'Sullivan,50,Male,77206.25
15605461,Lucas,29,Female,61048.53
15808473,Ringrose,72,Male,111981.19
15627000,Freeman,40,Male,62232.6
15787174,Sergeyev,37,Female,156105.03
15723886,Fiore,20,Male,150135.38
15704769,Smith,67,Female,93146.11
15772896,Dumetochukwu,42,Male,33462.94
15711540,Pacheco,29,Female,144375
15764866,Synnot,43,Female,55803.96
15794056,Johnston,46,Female,89048.46
15795149,Stevens,28,Male,162812.16
15812009,Grant,38,Male,136259.65
15651001,Tsao,39,Female,124052.97
15813844,Barnes,37,Male,74158.8
15596175,McIntosh,67,Male,45071.09
15576269,Madison,34,Male,62030.06
15797219,Ifesinachi,40,Female,131953.23
15685500,Glazkov,26,Male,79414
15599792,Dimauro,26,Female,199638.56
15657566,Wieck,24,Male,157577.29
15772423,Liao,54,Male,134420.75
15628112,Hughes,36,Female,99805.99
15753754,Morrison,34,Female,97932.68
15793726,Matveyeva,79,Female,170968.99
15694717,Ku,37,Male,57558.95
15665834,Cheatham,28,Male,176713.47
15765297,Yao,41,Male,34283.23
15636684,Kirkland,34,Male,198637.34
15592979,Rose,34,Female,156917.12
15750803,Jess,30,Female,50457.2
15607178,Welch,38,Male,140075.55
15713853,Ifeajuna,42,Male,65323.11
15673481,Morton,48,Female,64323.24
15686776,Rossi,32,Female,14956.44
15673693,Reppert,26,Female,111879.21
15700696,Kang,31,Male,18606.23
15813163,Ch'iu,36,Female,123137.01
15653857,Wallis,34,Male,148528.24
15777076,Clark,36,Male,13898.31
15717398,Fielding,39,Female,81259.25
15799217,Zetticci,35,Female,161051.75
15787071,Dulhunty,41,Male,191599.67
15619955,Bevington,34,Male,48559.19
15796505,Boyle,34,Female,186339.74
15725166,Newton,30,Male,33159.37
15800116,Bowman,28,Male,93883.53
15758685,Dubinina,37,Female,110899.3
15694456,Toscani,62,Male,11199.04
15767339,Chiazagomekpere,53,Female,189992.97
15683562,Allen,35,Male,164255.69
15782210,K'ung,46,Male,152167.79
15668893,Wilsmore,39,Male,33949.67
15669169,Hargreaves,29,Male,68143.93
15643024,Huang,35,Male,47251.79
15699389,Ch'ien,42,Male,25885.72
15708608,Wallwork,22,Female,192633.85
15626144,Chu,40,Male,34577.36
15573112,Kang,29,Male,161229.84
15790678,Davidson,32,Female,100816.29
15727556,O'Donnell,26,Female,181694.44
15697307,Nnachetam,34,Male,79078.91
15652266,Chidiebele,42,Male,137316.32
15607098,Ahmed,41,Female,194926.86
15655774,Booth,27,Male,51285.49
15590241,Chuang,34,Female,150401.53
15785819,Shao,38,Male,112491.96
15723654,Tsao,25,Male,73656.38
15774510,Tien,31,Female,106636.89
15684173,Chang,44,Female,155853.52
15650068,Johnson,58,Male,162599.51
15811490,French,33,Male,103737.82
15803976,Efremov,31,Female,160990.27
15682541,Hartley,36,Female,15462.84
15695699,Calabrese,35,Male,10334.05
15624188,Chiu,33,Female,190686.16
15812191,Brennan,33,Male,94440.45
15636673,Onwuatuegwu,31,Male,28257.63
15594898,Hewitt,43,Male,170034.95
15660211,Shih,35,Male,31824.29
15773972,Balashov,50,Male,127166.49
15746726,Doyle,31,Male,44937.01
15712287,Pokrovskii,80,Female,188603.07
15702919,Collins,30,Male,145111.37
15674398,Russo,38,Male,171463.83
15797960,Skinner,59,Female,182822.5
15631868,Robertson,36,Male,87213.33
15581539,Atkinson,37,Male,57175.32
15662736,Doyle,49,Male,120540.83
15666252,Ritchie,42,Male,28714.34
15677512,McEncroe,22,Female,85426.28
15626114,Pearson,24,Male,46170.75
15810834,Gordon,57,Female,64448.36
15678910,Ts'ai,30,Female,16278.97
15694408,Lung,40,Male,182855.42
15585215,Yuan,31,Female,50404.72
15682757,Pardey,30,Male,107640.25
15736601,Tai,35,Male,134132.65
15601848,Scott,35,Male,103480.69
15736008,Hunter,46,Female,108761.05
15669064,Mazzanti,35,Male,179012.3
15624528,L?,26,Male,95145.14
15598493,Beach,50,Male,72143.44
15601274,Hsieh,40,Female,19162.89
15702669,Faulkner,44,Male,144680.18
15728669,Knowles,30,Female,177772.03
15742668,Day,37,Female,5597.94
15697441,Hsueh,29,Male,116828.51
15740476,Tsao,32,Female,174652.51
15648064,Kennedy,33,Male,2010.98
15636624,Nwabugwu,39,Female,14109.85
15807923,Young,39,Female,43527.4
15745844,Kerr,40,Female,86099.23
15786170,Tien,31,Male,161574.19
15681081,Marrero,47,Female,38970.14
15684484,White,22,Male,127587.22
15785869,Pisano,25,Female,30380.12
15763859,Brown,43,Female,90908.95
15658935,Freeman,34,Female,138275.01
15747358,Russell,59,Male,32171.79
15735203,Seleznyov,32,Female,126143.23
15576256,Yusupova,39,Male,129892.93
15659420,Foley,32,Male,102416.84
15593365,Shih,39,Male,18719.67
15777352,Ikedinachukwu,32,Female,61936.22
15812007,Power,25,Male,78358.94
15625461,Amos,45,Female,147224.27
15739438,Reed,30,Male,160979.66
15611759,Simmons,57,Female,132298.49
15661629,Ricci,34,Male,174248.52
15633950,Yen,41,Male,123547.28
15592386,Campbell,58,Male,32790.02
15803716,West,28,Male,181543.67
15696674,Robinson,45,Female,2319.96
15706365,Bianchi,50,Female,189543.19
15745088,Chen,29,Female,10940.4
15676715,Madukaego,68,Male,199493.38
15613085,Ibrahimova,33,Female,188193.25
15633537,Nolan,42,Female,172572.64
15594720,Scott,35,Female,189339.6
15684042,Blair,34,Male,53512.16
15583303,Monaldo,29,Female,34004.44
15611579,Sutherland,42,Male,10598.29
15774696,Cole,75,Female,113428.77
15694506,Briggs,31,Male,183487.98
15688074,Gregory,31,Male,187658.09
15759537,Bianchi,35,Male,172459.39
15758449,Angelo,39,Female,21016
15583456,Gardiner,45,Male,122381.02
15667871,Kerr,35,Male,128123.66
15677371,Ko,30,Female,19570.63
15629677,Distefano,39,Female,188150.6
15713578,Farrell,50,Female,111020.24
15591509,Milano,36,Male,123775.15
15568240,Ting,30,Female,146700.22
15622993,Boyd,28,Male,145251.35
15689294,Onyemaechi,44,Male,82463.69
15720910,Black,66,Female,15928.49
15721181,Oliver,46,Male,45886.33
15776433,Greco,62,Male,186489.95
15748936,Whitehead,45,Female,162922.65
15717225,Ikemefuna,21,Female,9262.77
15685226,Morrison,29,Female,84932.4
15785611,Onyeoruru,38,Male,71557.12
15573456,Cunningham,46,Male,77405.95
15684548,Demidov,38,Male,417.41
15620505,Celis,24,Female,71405.17
15807432,Cheng,37,Female,153400.24
15584766,Knight,33,Male,371.05
15612187,Morin,32,Male,67789.99
15762218,Mills,39,Female,145894.9
15646372,Outhwaite,66,Female,183840.51
15690452,Tung,52,Male,108887.44
15747795,Pai,38,Female,154071.27
15781589,Carpenter,52,Male,179291.85
15732674,Fennell,36,Male,56937.43
15642291,Fontaine,23,Male,112239.03
15692761,Pratt,36,Male,45909.87
15578045,Mitchell,49,Female,173779.25
15745354,Franklin,37,Female,125696.26
15701376,K'ung,37,Male,159585.61
15691625,Ko,41,Female,106761.47
15566594,McKenzie,23,Male,129590.18
15760431,Pino,38,Male,80006.65
15686302,Fisk,31,Female,140451.52
15801559,Chiang,41,Female,187929.43
15810432,Moseley,35,Male,167155.36
15809616,Hsiung,26,Male,191420.71
15720559,Heath,61,Female,11384.45
15695632,Dellucci,39,Female,94898.1
15659843,Li,46,Female,106781.59
15615624,De Salis,28,Female,159508.52
15810418,T'ang,60,Female,93524.19
15716186,Richardson,38,Female,87168.46
15674551,Fitch,40,Male,8128.32
15622834,Stevenson,35,Female,125518.32
15566111,Estes,39,Male,48963.59
15784597,Lattimore,26,Male,98368.24
15652883,Chung,39,Male,148584.61
15806964,Utz,45,Male,27474.81
15576313,Wei,40,Female,76192.21
15806467,Boyle,40,Male,134600.94
15597602,Nwachinemelu,57,Male,72467.99
15743040,Kuznetsova,41,Male,199645.45
15705521,Pisani,33,Female,42749.85
15595039,Manna,37,Female,136050.44
15799384,Collier,33,Male,73564.44
15581197,Ricci,51,Female,85578.63
15693737,Carr,30,Female,129826.89
15624623,Hs?,35,Male,119666
15783501,Findlay,38,Female,68052.08
15690134,Hughes,42,Female,164104.74
15782735,Chukwuemeka,35,Female,80190.36
15611088,Genovese,31,Female,84126.75
15672145,Swift,34,Female,70179
15732628,Ugoji,46,Male,118024.1
15787470,Parkinson,47,Male,145704.19
15803406,Ross,26,Female,183049.41
15730460,Oleary,37,Male,120906.83
15644572,Turnbull,40,Male,100433.83
15694860,Uspensky,38,Female,138777
15658169,Cook,47,Female,124694.99
15794396,Newbold,38,Female,40084.32
15785798,Uchechukwu,40,Male,119232.33
15710825,Ch'en,31,Male,43921.36
15668444,He,44,Female,62222.81
15726631,Hilton,39,Female,56577
15733797,Sal,36,Male,164253.35
15747960,Eluemuno,33,Male,7666.73
15634632,Titus,38,Male,68487.51
15707362,Yin,43,Male,199273.98
15662976,Lettiere,37,Male,186062.36
15732778,Templeman,29,Male,195711.16
15718443,Chibuzo,39,Male,36692.17
15670039,Sun,25,Female,106920.57
15773792,Evans,32,Female,48725.68
15613786,Ogbonnaya,26,Male,167036.94
15726032,Enyinnaya,33,Male,68777.26
15663252,Olisanugo,32,Female,18924.92
15593782,Brookes,38,Female,71905.77
15633283,Padovano,35,Male,64833.28
15749167,Fisk,35,Male,184843.77
15759298,Shih,27,Male,176730.02
15683625,Hare,37,Male,20629.4
15635367,Muir,26,Male,28415.36
15681705,Fanucci,28,Male,77231.27
15603156,Elewechi,33,Female,102750.7
15591986,Johnston,46,Male,34580.8
15798888,Pisano,31,Female,183598.77
15809722,Ankudinov,40,Female,147358.27
15677538,Nwokike,38,Male,108469.2
15797736,Smith,29,Male,20612.82
15695585,Atkins,34,Male,181196.76
15744398,Burns,23,Female,160249.1
15750658,Obiuto,37,Male,110783.28
15578186,Pirozzi,37,Male,144995.33
15676519,George,61,Male,150227.85
15637954,Lewis,35,Female,53718.28
15758639,Moran,37,Male,75248.3
15613772,Dalrymple,39,Male,14353.43
15731744,Carslaw,30,Male,130486.57
15807709,Kirby,55,Female,100127.71
15714689,Houghton,29,Male,196356.17
15699005,Martin,41,Female,9983.88
15624170,Tan,38,Female,118974.77
15725679,Hsia,47,Female,194998.34
15585865,Westerberg,38,Female,134901.34
15804256,Hale,36,Male,72924.56
15662403,Kryukova,32,Female,101057.95
15733616,Sopuluchukwu,40,Male,142838.64
15591995,Barry,26,Male,127059.04
15677020,Selezneva,58,Female,116503.92
15727688,Chizuoke,32,Male,54405.79
15715941,Lueck,54,Male,88721.84
15714485,Udinese,60,Male,74135.48
15730059,Udobata,44,Male,111346.22
15715527,Freeman,41,Female,194902.16
15576623,Outlaw,31,Male,31474.27
15805565,Obiuto,30,Male,21198.39
15677307,Lo,40,Female,186976.6
15773890,Okechukwu,22,Male,117202.19
15598883,King,37,Female,143739.29
15568506,Forbes,31,Female,161811.23
15761043,Macleod,38,Female,98090.91
15782236,Gibbs,34,Male,71095.41
15593601,Isayev,34,Male,13107.24
15682048,Pisano,51,Female,67110.59
15746902,Belstead,38,Male,88225.02
15752081,Vassiliev,56,Female,62256.87
15781307,Schneider,37,Male,135925.72
15775912,Mazzanti,48,Male,177815.87
15745417,Knipe,58,Male,126471.13
15671256,Macartney,35,Female,188574.12
15653547,Madukwe,56,Male,119175.45
15595766,Watts,37,Male,139093.73
15742358,Humphreys,32,Male,115916.55
15763274,Wu,48,Male,96463.25
15786063,Chin,31,Female,112349.51
15600258,Chesnokova,43,Male,165303.79
15573318,Kung,26,Male,166031.08
15653849,Lu,48,Female,38411.79
15694272,Nkemakolam,30,Male,77783.35
15736112,Walton,57,Female,29871.79
15749851,Brookes,26,Female,59747.63
15663478,Baldwin,32,Male,79919.13
15592300,Mai,35,Male,76773.53
15567832,Shih,40,Female,54018.93
15776780,He,59,Male,70649.64
15592846,Fiorentini,35,Male,59093.39
15739803,Lucciano,34,Male,127569.8
15794142,Ferreira,62,Female,18260.98
15762729,Ukaegbunam,28,Female,73275.96
15667896,De Luca,37,Male,136129.49
15626578,Milne,26,Male,153237.59
15776223,Davide,42,Female,106841.12
15705953,Kodilinyechukwu,51,Male,109078.35
15802593,Little,49,Female,87822.14
15615457,Burns,44,Female,126644.98
15708916,Paterson,38,Male,47414.15
15720187,Han,30,Female,41879.99
15595440,Kryukova,49,Male,75808.1
15600651,Ijendu,24,Male,47911.03
15750141,Reichard,36,Female,28737.78
15657284,Day,47,Male,2079.2
15763063,Price,25,Female,121562.33
15709324,Bruce,34,Male,55003.79
15711309,Sumrall,33,Male,193131.42
15775318,Lu,51,Female,191932.27
15705515,Lazarev,40,Male,159418.1
15634844,Miller,41,Male,191468.78
15717046,Wentworth-Shields,53,Male,38913.68
15571816,Ritchie,70,Female,705.18
15670080,Mackenzie,29,Female,138490.03
15800440,Power,61,Male,82970.69
15665678,Tan,36,Male,76744.72
15665956,Pendergrass,46,Female,71244.59
15788126,Evans,38,Female,12182.15
15811773,Hsia,36,Male,141210.5
15651674,Billson,54,Female,191763.07
15689614,Teng,63,Female,37938.74
15795564,Moretti,31,Male,74890.58
15706647,Jordan,31,Male,166698.18
15728505,Ts'ao,44,Male,62678.53
15730076,Osborne,45,Male,67740.08
15622003,Carslaw,35,Male,161519.77
15607312,Ch'ang,49,Female,159835.78
15644753,Hung,40,Male,30876.84
15653620,Gordon,27,Female,14858.1
15761986,Obialo,32,Female,75685.97
15633922,Gray,30,Male,144183.1
15734674,Lin,41,Female,65170.66
15658032,Hopkins,39,Male,82526.92
15692671,Dobson,36,Male,169161.46
15737741,McKay,33,Female,109291.39
15576352,Revell,57,Female,6057.81
15753719,Rickards,30,Female,77077.14
15803689,Begum,51,Female,54954.51
15718057,Onyinyechukwuka,51,Female,179614.8
15722010,Zuyev,53,Male,35588.07
15680998,Nwankwo,44,Male,117356.14
15614782,Hao,36,Male,160696.72
15591047,Ma,47,Female,147278.43
15788291,Okwuadigbo,38,Female,56594.36
15604044,Mitchell,38,Male,1299.75
15679587,Chan,34,Female,25095.03
15775153,Buchi,32,Male,146326.45
15603925,Greco,26,Female,38296.21
15680970,Lombardi,41,Female,164061.6
15697183,Uchenna,43,Male,107811.28
15567446,Coffman,39,Male,30838.51
15637476,Alexandrova,57,Female,9221.78
15714939,Fallaci,34,Female,33738.27
15683503,Hudson,43,Female,110916.15
15645569,Mai,26,Female,169654.57
15782569,Stout,72,Female,69829.4
15592387,Burke,30,Male,54926.51
15609286,Chadwick,37,Male,94728.49
15814035,Lawrence,29,Male,80393.27
15661249,Bellucci,53,Male,111307.98
15629117,Harper,28,Male,19834.32
15607170,Boyle,35,Male,78397.24
15586585,Duncan,51,Female,86410.28
15686611,Moss,30,Male,172749.65
15603203,Avdeyeva,27,Female,1002.39
15619857,Crawford,64,Female,13601.79
15805062,Lynton,38,Male,77866.91
15660271,Duncan,26,Male,175296.76
15745295,Gether,31,Female,121751.04
15719352,Davidson,39,Male,89593.26
15766575,Larionova,62,Female,193437.89
15594594,Loggia,42,Male,86945
15646161,Steinhoff,37,Female,183318.79
15682585,Guerra,35,Male,71154.1
15603134,Pai,40,Female,151887.16
15636444,Craig,53,Female,75888.65
15773456,Lazareva,36,Male,89566.74
15745307,Ch'iu,48,Female,26475.79
15604119,Alderete,35,Male,126355.8
15626900,Kung,29,Male,93839.3
15605447,Palermo,49,Male,7698.6
15589030,Ts'ai,47,Male,145593.85
15692463,Rahman,28,Female,45042.56
15712403,McMillan,61,Female,61108.56
15811762,Pickering,54,Female,57553.98
15718673,Mirams,33,Female,62674.42
15724282,Tsao,44,Male,12120.79
15738181,Douglas,31,Male,50129.87
15633648,Jideofor,51,Female,55022.43
15603323,Bell,33,Female,117834.91
15583725,Mairinger,48,Male,168840.23
15588350,McIntyre,43,Female,24234.11
15798398,Pagnotto,36,Female,190627.01
15784844,K'ung,48,Male,156618.38
15580684,Feng,29,Female,42334.38
15809663,Donaldson,27,Female,110784.42
15640078,Chambers,39,Female,173683
15698786,Marcelo,39,Female,27046.46
15569807,Ejimofor,34,Female,20598.59
15730830,Dale,30,Female,104991.28
15805112,Pokrovsky,38,Male,8996.97
15633064,Stonebraker,36,Female,64420.5
15703119,Liang,38,Male,145700.22
15730447,Anderson,49,Female,196335.48
15813850,Christian,52,Male,14781.12
15711889,Mao,42,Male,108139.23
15664610,Campbell,48,Male,19287.06
15751710,Ginikanwa,31,Male,9567.39
15692926,Toscani,25,Male,132210.49
15813741,Nnachetam,25,Male,21600.11
15698474,Sagese,54,Female,199661.5
15568595,Fleming,64,Male,124341.49
15603065,Grubb,30,Female,15766.1
15592937,Napolitani,41,Female,33642.21
15699637,Anenechi,57,Male,117704.65
15667215,Chandler,31,Male,58803.28
15788659,Howells,46,Male,137537.22
15763218,Akeroyd,41,Female,131300.68
15645772,Onwumelu,33,Male,84174.81
15725511,Wallace,31,Female,160941.78
15575024,Uwaezuoke,29,Male,143954.99
15640825,Loyau,46,Male,56297.85
15662397,Small,42,Female,8404.73
15576368,Bledsoe,48,Female,30020.09
15674991,Kao,42,Male,58137.42
15721024,Wickens,26,Male,47472.68
15745621,Wertheim,32,Female,19131.71
15642394,He,35,Male,187288.5
15754605,Jarvis,39,Female,17603.81
15607040,P'an,38,Female,67020.03
15715142,Repina,45,Male,147802.94
15810978,Pugliesi,70,Female,41610.62
15668886,Blakey,38,Female,44255.65
15780804,Nucci,55,Male,78416.14
15613880,Higinbotham,58,Male,137254.55
15775238,Achebe,41,Female,151303.48
15786905,Russo,40,Female,86333.63
15747867,Trevisani,24,Male,89801.9
15600337,Dobie,42,Male,29358.57
15801277,Maccallum,31,Female,181600.72
15579334,Watkins,45,Female,124118.71
15802741,Mitchel,51,Female,38867.46
15720649,Ferdinand,36,Female,31106.67
15589493,Otitodilinna,27,Male,67611.36
15688251,Mamelu,43,Male,77837.63
15665238,Beneventi,36,Male,6078.46
15740900,Perrodin,34,Male,177896.92
15681068,Chinagorom,45,Female,123882.73
15748625,Napolitano,57,Male,15304.08
15727299,Edgar,62,Male,76569.64
15620204,Walker,57,Female,120657.32
15669516,Steele,36,Male,16436.56
15736534,Elkins,33,Male,107667.91
15803457,Hao,32,Female,95611.47
15659098,Toscano,30,Male,19799.26
15603436,Savage,49,Female,123214.74
15566292,Okwuadigbo,36,Male,71709.12
15808621,Mordvinova,36,Male,149066.14
15580148,Welch,40,Male,20451.99
15776231,Kent,35,Male,32825.5
15773809,Campbell,42,Male,6232.31
15649423,Cooper,35,Female,10357.03
15734886,Mazzi,34,Female,147794.63
15722548,Fisher,48,Male,116973.48
15650288,Summers,35,Male,129964.94
15629448,Brady,38,Male,92816.86
15716164,Nicholls,41,Female,172114.67
15807609,Yuan,25,Female,16649.31
15578977,Robinson,34,Male,144517.19
15677369,Golubov,37,Female,182038.6
15804072,Chen,42,Female,24210.56
15696859,Oldham,45,Male,172175.9
15653780,Kambinachi,43,Female,47578.45
15721658,Fleming,56,Female,150694.42
15578761,Cunningham,42,Female,177683.02
15736879,Obinna,23,Male,66088.83
15571973,Chinwemma,38,Female,169291.7
15626742,Carpenter,36,Male,117140.41
15672692,Yin,42,Female,79510.37
