CustomerId,Surname,Gender,Age,EstimatedSalary
15774854,Fuller,Male,54,28737.71
15725311,Hay,Female,31,98178.57
15787155,Yang,Male,30,125010.24
15727829,McIntyre,Male,42,167984.61
15733247,Stevenson,Male,33,4861.72
15568748,Poole,Male,45,108872.45
15699029,Bagley,Male,37,198252.88
15774393,Ch'ien,Female,30,26960.31
15676895,Cattaneo,Female,39,85746.52
15637753,O'Sullivan,Male,50,77206.25
15605461,Lucas,Female,29,61048.53
15808473,Ringrose,Male,72,111981.19
15627000,Freeman,Male,40,62232.6
15787174,Sergeyev,Female,37,156105.03
15723886,Fiore,Male,20,150135.38
15704769,Smith,Female,67,93146.11
15772896,Dumetochukwu,Male,42,33462.94
15711540,Pacheco,Female,29,144375.0
15764866,Synnot,Female,43,55803.96
15794056,Johnston,Female,46,89048.46
15795149,Stevens,Male,28,162812.16
15812009,Grant,Male,38,136259.65
15651001,Tsao,Female,39,124052.97
15813844,Barnes,Male,37,74158.8
15596175,McIntosh,Male,67,45071.09
15576269,Madison,Male,34,62030.06
15797219,Ifesinachi,Female,40,131953.23
15685500,Glazkov,Male,26,79414.0
15599792,Dimauro,Female,26,199638.56
15657566,Wieck,Male,24,157577.29
15772423,Liao,Male,54,134420.75
15628112,Hughes,Female,36,99805.99
15753754,Morrison,Female,34,97932.68
15793726,Matveyeva,Female,79,170968.99
15694717,Ku,Male,37,57558.95
15665834,Cheatham,Male,28,176713.47
15765297,Yao,Male,41,34283.23
15636684,Kirkland,Male,34,198637.34
15592979,Rose,Female,34,156917.12
15750803,Jess,Female,30,50457.2
15607178,Welch,Male,38,140075.55
15713853,Ifeajuna,Male,42,65323.11
15673481,Morton,Female,48,64323.24
15686776,Rossi,Female,32,14956.44
15673693,Reppert,Female,26,111879.21
15700696,Kang,Male,31,18606.23
15813163,Ch'iu,Female,36,123137.01
15653857,Wallis,Male,34,148528.24
15777076,Clark,Male,36,13898.31
15717398,Fielding,Female,39,81259.25
15799217,Zetticci,Female,35,161051.75
15787071,Dulhunty,Male,41,191599.67
15619955,Bevington,Male,34,48559.19
15796505,Boyle,Female,34,186339.74
15725166,Newton,Male,30,33159.37
15800116,Bowman,Male,28,93883.53
15758685,Dubinina,Female,37,110899.3
15694456,Toscani,Male,62,11199.04
15767339,Chiazagomekpere,Female,53,189992.97
15683562,Allen,Male,35,164255.69
15782210,K'ung,Male,46,152167.79
15668893,Wilsmore,Male,39,33949.67
15669169,Hargreaves,Male,29,68143.93
15643024,Huang,Male,35,47251.79
15699389,Ch'ien,Male,42,25885.72
15708608,Wallwork,Female,22,192633.85
15626144,Chu,Male,40,34577.36
15573112,Kang,Male,29,161229.84
15790678,Davidson,Female,32,100816.29
15727556,O'Donnell,Female,26,181694.44
15697307,Nnachetam,Male,34,79078.91
15652266,Chidiebele,Male,42,137316.32
15607098,Ahmed,Female,41,194926.86
15655774,Booth,Male,27,51285.49
15590241,Chuang,Female,34,150401.53
15785819,Shao,Male,38,112491.96
15723654,Tsao,Male,25,73656.38
15774510,Tien,Female,31,106636.89
15684173,Chang,Female,44,155853.52
15650068,Johnson,Male,58,162599.51
15811490,French,Male,33,103737.82
15803976,Efremov,Female,31,160990.27
15682541,Hartley,Female,36,15462.84
15695699,Calabrese,Male,35,10334.05
15624188,Chiu,Female,33,190686.16
15812191,Brennan,Male,33,94440.45
15636673,Onwuatuegwu,Male,31,28257.63
15594898,Hewitt,Male,43,170034.95
15660211,Shih,Male,35,31824.29
15773972,Balashov,Male,50,127166.49
15746726,Doyle,Male,31,44937.01
15712287,Pokrovskii,Female,80,188603.07
15702919,Collins,Male,30,145111.37
15674398,Russo,Male,38,171463.83
15797960,Skinner,Female,59,182822.5
15631868,Robertson,Male,36,87213.33
15581539,Atkinson,Male,37,57175.32
15662736,Doyle,Male,49,120540.83
15666252,Ritchie,Male,42,28714.34
15677512,McEncroe,Female,22,85426.28
15626114,Pearson,Male,24,46170.75
15810834,Gordon,Female,57,64448.36
15678910,Ts'ai,Female,30,16278.97
15694408,Lung,Male,40,182855.42
15585215,Yuan,Female,31,50404.72
15682757,Pardey,Male,30,107640.25
15736601,Tai,Male,35,134132.65
15601848,Scott,Male,35,103480.69
15736008,Hunter,Female,46,108761.05
15669064,Mazzanti,Male,35,179012.3
15624528,L?,Male,26,95145.14
15598493,Beach,Male,50,72143.44
15601274,Hsieh,Female,40,19162.89
15702669,Faulkner,Male,44,144680.18
15728669,Knowles,Female,30,177772.03
15742668,Day,Female,37,5597.94
15697441,Hsueh,Male,29,116828.51
15740476,Tsao,Female,32,174652.51
15648064,Kennedy,Male,33,2010.98
15636624,Nwabugwu,Female,39,14109.85
15807923,Young,Female,39,43527.4
15745844,Kerr,Female,40,86099.23
15786170,Tien,Male,31,161574.19
15681081,Marrero,Female,47,38970.14
15684484,White,Male,22,127587.22
15785869,Pisano,Female,25,30380.12
15763859,Brown,Female,43,90908.95
15658935,Freeman,Female,34,138275.01
15747358,Russell,Male,59,32171.79
15735203,Seleznyov,Female,32,126143.23
15576256,Yusupova,Male,39,129892.93
15659420,Foley,Male,32,102416.84
15593365,Shih,Male,39,18719.67
15777352,Ikedinachukwu,Female,32,61936.22
15812007,Power,Male,25,78358.94
15625461,Amos,Female,45,147224.27
15739438,Reed,Male,30,160979.66
15611759,Simmons,Female,57,132298.49
15661629,Ricci,Male,34,174248.52
15633950,Yen,Male,41,123547.28
15592386,Campbell,Male,58,32790.02
15803716,West,Male,28,181543.67
15696674,Robinson,Female,45,2319.96
15706365,Bianchi,Female,50,189543.19
15745088,Chen,Female,29,10940.4
15676715,Madukaego,Male,68,199493.38
15613085,Ibrahimova,Female,33,188193.25
15633537,Nolan,Female,42,172572.64
15594720,Scott,Female,35,189339.6
15684042,Blair,Male,34,53512.16
15583303,Monaldo,Female,29,34004.44
15611579,Sutherland,Male,42,10598.29
15774696,Cole,Female,75,113428.77
15694506,Briggs,Male,31,183487.98
15688074,Gregory,Male,31,187658.09
15759537,Bianchi,Male,35,172459.39
15758449,Angelo,Female,39,21016.0
15583456,Gardiner,Male,45,122381.02
15667871,Kerr,Male,35,128123.66
15677371,Ko,Female,30,19570.63
15629677,Distefano,Female,39,188150.6
15713578,Farrell,Female,50,111020.24
15591509,Milano,Male,36,123775.15
15568240,Ting,Female,30,146700.22
15622993,Boyd,Male,28,145251.35
15689294,Onyemaechi,Male,44,82463.69
15720910,Black,Female,66,15928.49
15721181,Oliver,Male,46,45886.33
15776433,Greco,Male,62,186489.95
15748936,Whitehead,Female,45,162922.65
15717225,Ikemefuna,Female,21,9262.77
15685226,Morrison,Female,29,84932.4
15785611,Onyeoruru,Male,38,71557.12
15573456,Cunningham,Male,46,77405.95
15684548,Demidov,Male,38,417.41
15620505,Celis,Female,24,71405.17
15807432,Cheng,Female,37,153400.24
15584766,Knight,Male,33,371.05
15612187,Morin,Male,32,67789.99
15762218,Mills,Female,39,145894.9
15646372,Outhwaite,Female,66,183840.51
15690452,Tung,Male,52,108887.44
15747795,Pai,Female,38,154071.27
15781589,Carpenter,Male,52,179291.85
15732674,Fennell,Male,36,56937.43
15642291,Fontaine,Male,23,112239.03
15692761,Pratt,Male,36,45909.87
15578045,Mitchell,Female,49,173779.25
15745354,Franklin,Female,37,125696.26
15701376,K'ung,Male,37,159585.61
15691625,Ko,Female,41,106761.47
15566594,McKenzie,Male,23,129590.18
15760431,Pino,Male,38,80006.65
15686302,Fisk,Female,31,140451.52
15801559,Chiang,Female,41,187929.43
15810432,Moseley,Male,35,167155.36
15809616,Hsiung,Male,26,191420.71
15720559,Heath,Female,61,11384.45
15695632,Dellucci,Female,39,94898.1
15659843,Li,Female,46,106781.59
15615624,De Salis,Female,28,159508.52
15810418,T'ang,Female,60,93524.19
15716186,Richardson,Female,38,87168.46
15674551,Fitch,Male,40,8128.32
15622834,Stevenson,Female,35,125518.32
15566111,Estes,Male,39,48963.59
15784597,Lattimore,Male,26,98368.24
15652883,Chung,Male,39,148584.61
15806964,Utz,Male,45,27474.81
15576313,Wei,Female,40,76192.21
15806467,Boyle,Male,40,134600.94
15597602,Nwachinemelu,Male,57,72467.99
15743040,Kuznetsova,Male,41,199645.45
15705521,Pisani,Female,33,42749.85
15595039,Manna,Female,37,136050.44
15799384,Collier,Male,33,73564.44
15581197,Ricci,Female,51,85578.63
15693737,Carr,Female,30,129826.89
15624623,Hs?,Male,35,119666.0
15783501,Findlay,Female,38,68052.08
15690134,Hughes,Female,42,164104.74
15782735,Chukwuemeka,Female,35,80190.36
15611088,Genovese,Female,31,84126.75
15672145,Swift,Female,34,70179.0
15732628,Ugoji,Male,46,118024.1
15787470,Parkinson,Male,47,145704.19
15803406,Ross,Female,26,183049.41
15730460,Oleary,Male,37,120906.83
15644572,Turnbull,Male,40,100433.83
15694860,Uspensky,Female,38,138777.0
15658169,Cook,Female,47,124694.99
15794396,Newbold,Female,38,40084.32
15785798,Uchechukwu,Male,40,119232.33
15710825,Ch'en,Male,31,43921.36
15668444,He,Female,44,62222.81
15726631,Hilton,Female,39,56577.0
15733797,Sal,Male,36,164253.35
15747960,Eluemuno,Male,33,7666.73
15634632,Titus,Male,38,68487.51
15707362,Yin,Male,43,199273.98
15662976,Lettiere,Male,37,186062.36
15732778,Templeman,Male,29,195711.16
15718443,Chibuzo,Male,39,36692.17
15670039,Sun,Female,25,106920.57
15773792,Evans,Female,32,48725.68
15613786,Ogbonnaya,Male,26,167036.94
15726032,Enyinnaya,Male,33,68777.26
15663252,Olisanugo,Female,32,18924.92
15593782,Brookes,Female,38,71905.77
15633283,Padovano,Male,35,64833.28
15749167,Fisk,Male,35,184843.77
15759298,Shih,Male,27,176730.02
15683625,Hare,Male,37,20629.4
15635367,Muir,Male,26,28415.36
15681705,Fanucci,Male,28,77231.27
15603156,Elewechi,Female,33,102750.7
15591986,Johnston,Male,46,34580.8
15798888,Pisano,Female,31,183598.77
15809722,Ankudinov,Female,40,147358.27
15677538,Nwokike,Male,38,108469.2
15797736,Smith,Male,29,20612.82
15695585,Atkins,Male,34,181196.76
15744398,Burns,Female,23,160249.1
15750658,Obiuto,Male,37,110783.28
15578186,Pirozzi,Male,37,144995.33
15676519,George,Male,61,150227.85
15637954,Lewis,Female,35,53718.28
15758639,Moran,Male,37,75248.3
15613772,Dalrymple,Male,39,14353.43
15731744,Carslaw,Male,30,130486.57
15807709,Kirby,Female,55,100127.71
15714689,Houghton,Male,29,196356.17
15699005,Martin,Female,41,9983.88
15624170,Tan,Female,38,118974.77
15725679,Hsia,Female,47,194998.34
15585865,Westerberg,Female,38,134901.34
15804256,Hale,Male,36,72924.56
15662403,Kryukova,Female,32,101057.95
15733616,Sopuluchukwu,Male,40,142838.64
15591995,Barry,Male,26,127059.04
15677020,Selezneva,Female,58,116503.92
15727688,Chizuoke,Male,32,54405.79
15715941,Lueck,Male,54,88721.84
15714485,Udinese,Male,60,74135.48
15730059,Udobata,Male,44,111346.22
15715527,Freeman,Female,41,194902.16
15576623,Outlaw,Male,31,31474.27
15805565,Obiuto,Male,30,21198.39
15677307,Lo,Female,40,186976.6
15773890,Okechukwu,Male,22,117202.19
15598883,King,Female,37,143739.29
15568506,Forbes,Female,31,161811.23
15761043,Macleod,Female,38,98090.91
15782236,Gibbs,Male,34,71095.41
15593601,Isayev,Male,34,13107.24
15682048,Pisano,Female,51,67110.59
15746902,Belstead,Male,38,88225.02
15752081,Vassiliev,Female,56,62256.87
15781307,Schneider,Male,37,135925.72
15775912,Mazzanti,Male,48,177815.87
15745417,Knipe,Male,58,126471.13
15671256,Macartney,Female,35,188574.12
15653547,Madukwe,Male,56,119175.45
15595766,Watts,Male,37,139093.73
15742358,Humphreys,Male,32,115916.55
15763274,Wu,Male,48,96463.25
15786063,Chin,Female,31,112349.51
15600258,Chesnokova,Male,43,165303.79
15573318,Kung,Male,26,166031.08
15653849,Lu,Female,48,38411.79
15694272,Nkemakolam,Male,30,77783.35
15736112,Walton,Female,57,29871.79
15749851,Brookes,Female,26,59747.63
15663478,Baldwin,Male,32,79919.13
15592300,Mai,Male,35,76773.53
15567832,Shih,Female,40,54018.93
15776780,He,Male,59,70649.64
15592846,Fiorentini,Male,35,59093.39
15739803,Lucciano,Male,34,127569.8
15794142,Ferreira,Female,62,18260.98
15762729,Ukaegbunam,Female,28,73275.96
15667896,De Luca,Male,37,136129.49
15626578,Milne,Male,26,153237.59
15776223,Davide,Female,42,106841.12
15705953,Kodilinyechukwu,Male,51,109078.35
15802593,Little,Female,49,87822.14
15615457,Burns,Female,44,126644.98
15708916,Paterson,Male,38,47414.15
15720187,Han,Female,30,41879.99
15595440,Kryukova,Male,49,75808.1
15600651,Ijendu,Male,24,47911.03
15750141,Reichard,Female,36,28737.78
15657284,Day,Male,47,2079.2
15763063,Price,Female,25,121562.33
15709324,Bruce,Male,34,55003.79
15711309,Sumrall,Male,33,193131.42
15775318,Lu,Female,51,191932.27
15705515,Lazarev,Male,40,159418.1
15634844,Miller,Male,41,191468.78
15717046,Wentworth-Shields,Male,53,38913.68
15571816,Ritchie,Female,70,705.18
15670080,Mackenzie,Female,29,138490.03
15800440,Power,Male,61,82970.69
15665678,Tan,Male,36,76744.72
15665956,Pendergrass,Female,46,71244.59
15788126,Evans,Female,38,12182.15
15811773,Hsia,Male,36,141210.5
15651674,Billson,Female,54,191763.07
15689614,Teng,Female,63,37938.74
15795564,Moretti,Male,31,74890.58
15706647,Jordan,Male,31,166698.18
15728505,Ts'ao,Male,44,62678.53
15730076,Osborne,Male,45,67740.08
15622003,Carslaw,Male,35,161519.77
15607312,Ch'ang,Female,49,159835.78
15644753,Hung,Male,40,30876.84
15653620,Gordon,Female,27,14858.1
15761986,Obialo,Female,32,75685.97
15633922,Gray,Male,30,144183.1
15734674,Lin,Female,41,65170.66
15658032,Hopkins,Male,39,82526.92
15692671,Dobson,Male,36,169161.46
15737741,McKay,Female,33,109291.39
15576352,Revell,Female,57,6057.81
15753719,Rickards,Female,30,77077.14
15803689,Begum,Female,51,54954.51
15718057,Onyinyechukwuka,Female,51,179614.8
15722010,Zuyev,Male,53,35588.07
15680998,Nwankwo,Male,44,117356.14
15614782,Hao,Male,36,160696.72
15591047,Ma,Female,47,147278.43
15788291,Okwuadigbo,Female,38,56594.36
15604044,Mitchell,Male,38,1299.75
15679587,Chan,Female,34,25095.03
15775153,Buchi,Male,32,146326.45
15603925,Greco,Female,26,38296.21
15680970,Lombardi,Female,41,164061.6
15697183,Uchenna,Male,43,107811.28
15567446,Coffman,Male,39,30838.51
15637476,Alexandrova,Female,57,9221.78
15714939,Fallaci,Female,34,33738.27
15683503,Hudson,Female,43,110916.15
15645569,Mai,Female,26,169654.57
15782569,Stout,Female,72,69829.4
15592387,Burke,Male,30,54926.51
15609286,Chadwick,Male,37,94728.49
15814035,Lawrence,Male,29,80393.27
15661249,Bellucci,Male,53,111307.98
15629117,Harper,Male,28,19834.32
15607170,Boyle,Male,35,78397.24
15586585,Duncan,Female,51,86410.28
15686611,Moss,Male,30,172749.65
15603203,Avdeyeva,Female,27,1002.39
15619857,Crawford,Female,64,13601.79
15805062,Lynton,Male,38,77866.91
15660271,Duncan,Male,26,175296.76
15745295,Gether,Female,31,121751.04
15719352,Davidson,Male,39,89593.26
15766575,Larionova,Female,62,193437.89
15594594,Loggia,Male,42,86945.0
15646161,Steinhoff,Female,37,183318.79
15682585,Guerra,Male,35,71154.1
15603134,Pai,Female,40,151887.16
15636444,Craig,Female,53,75888.65
15773456,Lazareva,Male,36,89566.74
15745307,Ch'iu,Female,48,26475.79
15604119,Alderete,Male,35,126355.8
15626900,Kung,Male,29,93839.3
15605447,Palermo,Male,49,7698.6
15589030,Ts'ai,Male,47,145593.85
15692463,Rahman,Female,28,45042.56
15712403,McMillan,Female,61,61108.56
15811762,Pickering,Female,54,57553.98
15718673,Mirams,Female,33,62674.42
15724282,Tsao,Male,44,12120.79
15738181,Douglas,Male,31,50129.87
15633648,Jideofor,Female,51,55022.43
15603323,Bell,Female,33,117834.91
15583725,Mairinger,Male,48,168840.23
15588350,McIntyre,Female,43,24234.11
15798398,Pagnotto,Female,36,190627.01
15784844,K'ung,Male,48,156618.38
15580684,Feng,Female,29,42334.38
15809663,Donaldson,Female,27,110784.42
15640078,Chambers,Female,39,173683.0
15698786,Marcelo,Female,39,27046.46
15569807,Ejimofor,Female,34,20598.59
15730830,Dale,Female,30,104991.28
15805112,Pokrovsky,Male,38,8996.97
15633064,Stonebraker,Female,36,64420.5
15703119,Liang,Male,38,145700.22
15730447,Anderson,Female,49,196335.48
15813850,Christian,Male,52,14781.12
15711889,Mao,Male,42,108139.23
15664610,Campbell,Male,48,19287.06
15751710,Ginikanwa,Male,31,9567.39
15692926,Toscani,Male,25,132210.49
15813741,Nnachetam,Male,25,21600.11
15698474,Sagese,Female,54,199661.5
15568595,Fleming,Male,64,124341.49
15603065,Grubb,Female,30,15766.1
15592937,Napolitani,Female,41,33642.21
15699637,Anenechi,Male,57,117704.65
15667215,Chandler,Male,31,58803.28
15788659,Howells,Male,46,137537.22
15763218,Akeroyd,Female,41,131300.68
15645772,Onwumelu,Male,33,84174.81
15725511,Wallace,Female,31,160941.78
15575024,Uwaezuoke,Male,29,143954.99
15640825,Loyau,Male,46,56297.85
15662397,Small,Female,42,8404.73
15576368,Bledsoe,Female,48,30020.09
15674991,Kao,Male,42,58137.42
15721024,Wickens,Male,26,47472.68
15745621,Wertheim,Female,32,19131.71
15642394,He,Male,35,187288.5
15754605,Jarvis,Female,39,17603.81
15607040,P'an,Female,38,67020.03
15715142,Repina,Male,45,147802.94
15810978,Pugliesi,Female,70,41610.62
15668886,Blakey,Female,38,44255.65
15780804,Nucci,Male,55,78416.14
15613880,Higinbotham,Male,58,137254.55
15775238,Achebe,Female,41,151303.48
15786905,Russo,Female,40,86333.63
15747867,Trevisani,Male,24,89801.9
15600337,Dobie,Male,42,29358.57
15801277,Maccallum,Female,31,181600.72
15579334,Watkins,Female,45,124118.71
15802741,Mitchel,Female,51,38867.46
15720649,Ferdinand,Female,36,31106.67
15589493,Otitodilinna,Male,27,67611.36
15688251,Mamelu,Male,43,77837.63
15665238,Beneventi,Male,36,6078.46
15740900,Perrodin,Male,34,177896.92
15681068,Chinagorom,Female,45,123882.73
15748625,Napolitano,Male,57,15304.08
15727299,Edgar,Male,62,76569.64
15620204,Walker,Female,57,120657.32
15669516,Steele,Male,36,16436.56
15736534,Elkins,Male,33,107667.91
15803457,Hao,Female,32,95611.47
15659098,Toscano,Male,30,19799.26
15603436,Savage,Female,49,123214.74
15566292,Okwuadigbo,Male,36,71709.12
15808621,Mordvinova,Male,36,149066.14
15580148,Welch,Male,40,20451.99
15776231,Kent,Male,35,32825.5
15773809,Campbell,Male,42,6232.31
15649423,Cooper,Female,35,10357.03
15734886,Mazzi,Female,34,147794.63
15722548,Fisher,Male,48,116973.48
15650288,Summers,Male,35,129964.94
15629448,Brady,Male,38,92816.86
15716164,Nicholls,Female,41,172114.67
15807609,Yuan,Female,25,16649.31
15578977,Robinson,Male,34,144517.19
15677369,Golubov,Female,37,182038.6
15804072,Chen,Female,42,24210.56
15696859,Oldham,Male,45,172175.9
15653780,Kambinachi,Female,43,47578.45
15721658,Fleming,Female,56,150694.42
15578761,Cunningham,Female,42,177683.02
15736879,Obinna,Male,23,66088.83
15571973,Chinwemma,Female,38,169291.7
15626742,Carpenter,Male,36,117140.41
